3Thread_file_path,3Thread_sorting_clause,3Thread_time,3Thread_k,3Thread_solver,3Thread_neg_state,3Thread_status,3Thread_frame_sizes,3Thread_elapsed_time
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MESI_i4_e4_1689.lus,l2l1,0.126,2,111,6,unsafe,4 2,0.477
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MESI_i4_e6_2175.lus,l2l1,0.756,5,944,15,safe,15 13 10 6,1.1
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MESI_i4_e7_1017_e6_1132.lus,base,0.725,5,1021,14,safe,18 15 12 7,1.075
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MESI_i4_e8_1381_e1_1837.lus,l1l2,0.133,2,115,6,unsafe,4 2,0.479
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MESI_i4_e8_1381_e4_313.lus,l1l2,0.131,2,115,6,unsafe,4 2,0.471
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_1.lus,l2l1,0.043,2,41,2,safe,2,0.384
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_1_e2_982_e7_492.lus,base,0.043,2,41,2,safe,2,0.403
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_1_e3_1884_e7_1875.lus,l1l2,0.044,2,41,2,safe,2,0.387
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2.lus,l2l1,0.029,2,20,1,safe,1,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e1_1753.lus,l2l1,0.028,2,20,1,safe,1,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e1_1753_e1_1510.lus,l2l1,0.014,0,2,0,unsafe,Not Found,0.365
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e1_1753_e2_615.lus,l1l2,0.015,0,2,0,unsafe,Not Found,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e1_1753_e3_2021.lus,l2l1,0.041,1,15,2,unsafe,0,0.388
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e2_155.lus,l2l1,0.024,2,20,1,safe,1,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e2_1599_e1_2383.lus,l2l1,0.015,0,2,0,unsafe,Not Found,0.376
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e2_1599_e2_1815.lus,l2l1,0.013,0,2,0,unsafe,Not Found,0.373
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e2_1599_e3_1658.lus,l1l2,0.041,1,15,2,unsafe,0,0.397
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e2_1599_e8_1334.lus,l2l1,0.03,2,20,1,safe,1,0.384
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929.lus,l1l2,0.03,2,20,1,safe,1,0.383
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e1_2319.lus,l2l1,0.012,0,2,0,unsafe,Not Found,0.377
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e2_2421.lus,l1l2,0.013,0,2,0,unsafe,Not Found,0.365
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e3_2294.lus,l1l2,0.042,1,17,2,unsafe,0,0.385
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e4_578.lus,base,0.03,2,20,1,safe,1,0.382
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e5_1826.lus,l1l2,0.032,2,20,1,safe,1,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e6_2707.lus,base,0.029,2,20,1,safe,1,0.378
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e7_619.lus,l1l2,0.014,0,2,0,unsafe,Not Found,0.367
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e3_929_e8_1167.lus,l2l1,0.029,2,22,1,safe,1,0.386
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e7_2607.lus,l2l1,0.014,0,2,0,unsafe,Not Found,0.37
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e7_2910_e1_1021.lus,l2l1,0.016,0,2,0,unsafe,Not Found,0.367
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e7_2910_e2_611.lus,l1l2,0.013,0,2,0,unsafe,Not Found,0.376
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e7_2910_e7_1804.lus,l2l1,0.016,0,2,0,unsafe,Not Found,0.376
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e8_101.lus,l2l1,0.03,2,22,1,safe,1,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e8_926_e1_1065.lus,l2l1,0.029,2,20,1,safe,1,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e8_926_e7_961.lus,l1l2,0.013,0,2,0,unsafe,Not Found,0.367
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_2_e8_926_e8_2138.lus,l2l1,0.036,2,22,1,safe,1,0.378
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_all.lus,l2l1,0.058,2,51,3,safe,3,0.405
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/MOESI_all_e3_2032_e3_2788.lus,l2l1,0.031,1,9,1,unsafe,0,0.379
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_1.lus,l1l2,0.022,2,25,1,safe,1,0.368
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123.lus,l1l2,0.048,2,49,3,safe,3,0.392
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e2_1653.lus,l1l2,0.011,0,2,0,unsafe,Not Found,0.352
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e3_302.lus,l1l2,0.045,1,27,3,unsafe,1,0.384
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e3_302_e1_1141.lus,base,0.044,1,27,3,unsafe,1,0.384
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e2_1394.lus,base,0.011,0,2,0,unsafe,Not Found,0.36
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e3_135.lus,l1l2,0.045,1,27,3,unsafe,1,0.396
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e7_1262.lus,l2l1,0.046,2,51,3,safe,3,0.397
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e7_856.lus,l1l2,0.05,2,49,3,safe,3,0.401
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e8_953.lus,l2l1,0.045,2,49,3,safe,3,0.402
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e1_1128.lus,l2l1,0.012,0,2,0,unsafe,Not Found,0.361
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e2_458.lus,base,0.011,0,2,0,unsafe,Not Found,0.357
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e3_271.lus,base,0.042,1,27,3,unsafe,1,0.389
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e7_1465.lus,base,0.044,2,47,3,safe,3,0.395
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e8_941.lus,base,0.044,2,49,3,safe,3,0.395
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2.lus,l2l1,0.021,2,20,1,safe,1,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e1_1239.lus,l2l1,0.011,0,2,0,unsafe,Not Found,0.365
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e1_1239_e1_1331.lus,l1l2,0.011,0,2,0,unsafe,Not Found,0.362
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e1_1239_e2_74.lus,l2l1,0.011,0,2,0,unsafe,Not Found,0.364
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e3_216.lus,l2l1,0.023,1,9,1,unsafe,0,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e1_667.lus,l2l1,0.009,0,2,0,unsafe,Not Found,0.368
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e2_237.lus,l1l2,0.011,0,2,0,unsafe,Not Found,0.351
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e3_1216.lus,base,0.027,1,15,2,unsafe,0,0.371
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e7_1043.lus,l2l1,0.022,2,20,1,safe,1,0.369
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e8_1177.lus,l2l1,0.023,2,20,1,safe,1,0.383
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_2_e8_656.lus,base,0.019,2,20,1,safe,1,0.358
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3.lus,l2l1,0.025,2,27,1,safe,1,0.369
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e1_1416.lus,l2l1,0.012,0,2,0,unsafe,Not Found,0.357
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e1_1675.lus,base,0.011,0,2,0,unsafe,Not Found,0.351
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e2_753.lus,l2l1,0.01,0,2,0,unsafe,Not Found,0.366
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e3_1191.lus,l1l2,0.013,0,2,0,unsafe,Not Found,0.36
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e7_193.lus,l2l1,0.012,0,2,0,unsafe,Not Found,0.352
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e3_1041.lus,l2l1,0.035,1,22,2,unsafe,0,0.381
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e7_1444_e7_638.lus,l1l2,0.021,2,20,1,safe,1,0.36
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e7_425.lus,l2l1,0.023,2,22,1,safe,1,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e1_1270.lus,base,0.01,0,2,0,unsafe,Not Found,0.351
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e2_236.lus,base,0.011,0,2,0,unsafe,Not Found,0.362
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e3_421.lus,l1l2,0.034,1,22,2,unsafe,0,0.384
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e7_1062.lus,base,0.02,2,20,1,safe,1,0.357
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e8_320.lus,l1l2,0.025,2,25,1,safe,1,0.368
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_3_e8_1708.lus,l2l1,0.024,2,27,1,safe,1,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_4.lus,l1l2,0.025,2,28,1,safe,1,0.373
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e7_572.lus,l2l1,0.022,2,24,1,safe,1,0.369
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e8_1525.lus,l2l1,0.024,2,28,1,safe,1,0.382
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_4_e8_974.lus,l2l1,0.027,2,28,1,safe,1,0.37
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_5.lus,base,0.044,1,38,3,timeout,3,290.194
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_5_e1_811.lus,l2l1,0.021,1,9,1,unsafe,0,0.363
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_5_e1_811_e1_823.lus,l1l2,0.022,1,9,1,unsafe,0,0.367
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_5_e1_811_e2_1026.lus,l1l2,0.022,1,9,1,unsafe,0,0.362
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_5_e2_1525.lus,base,0.043,1,38,3,timeout,3,290.218
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_6.lus,l1l2,0.05,2,55,3,safe,3,0.394
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_6_e2_1439_e1_954.lus,l1l2,0.104,3,132,4,safe,5 4,0.451
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_6_e3_1666_e5_1558.lus,l1l2,0.106,3,138,5,safe,6 4,0.446
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_6_e7_938_e2_1012.lus,l1l2,0.047,2,48,3,safe,3,0.389
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_6_e8_1147_e2_1326.lus,l2l1,0.049,2,53,3,safe,3,0.394
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all.lus,l1l2,0.067,2,68,4,safe,4,0.413
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e3_1750.lus,l2l1,0.057,1,40,4,unsafe,2,0.412
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e3_495.lus,l2l1,0.073,1,57,5,unsafe,3,0.417
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e4_34.lus,l2l1,0.012,0,2,0,unsafe,Not Found,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e5_1637.lus,l1l2,0.017,0,2,0,unsafe,Not Found,0.368
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e7_251.lus,l2l1,0.044,1,22,3,unsafe,1,0.396
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e7_907.lus,l2l1,0.065,2,72,4,safe,4,0.403
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e7_907_e7_1363.lus,l1l2,0.059,2,54,4,safe,4,0.398
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e8_251.lus,l2l1,0.069,2,72,4,safe,4,0.426
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e8_251_e1_1852.lus,base,0.011,0,2,0,unsafe,Not Found,0.357
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e8_251_e2_1053.lus,base,0.01,0,2,0,unsafe,Not Found,0.356
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_all_e8_251_e3_1472.lus,l2l1,0.026,1,9,1,unsafe,0,0.375
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/memory2/SYNAPSE_i1.lus,l1l2,0.011,0,2,0,unsafe,Not Found,0.351
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6countern.lus,l2l1,0.01,0,1,0,unsafe,Not Found,0.345
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6counters.lus,l2l1,7.74,9,6895,21,unsafe,32 29 25 22 18 17 15 13 8,8.018
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6counters_e3_140_e8_149.lus,base,0.239,3,438,9,timeout,12 9 5,290.235
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6counters_e8_371_e1_448.lus,base,0.399,4,687,8,timeout,10 8 6 4,290.223
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6counters_e8_371_e2_80.lus,l2l1,0.009,2,12,0,safe,0,0.345
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6counters_e8_371_e3_224.lus,base,0.228,3,438,9,timeout,12 9 5,290.215
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/_6counters_e8_371_e7_304.lus,base,1.27,4,1531,16,unsafe,17 14 11 8,1.645
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1.lus,base,0.034,1,31,2,timeout,2,290.199
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e1_350.lus,l1l2,0.009,0,2,0,unsafe,Not Found,0.354
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e2_3.lus,base,0.019,2,28,1,safe,1,0.359
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e3_389.lus,l2l1,0.023,2,23,1,safe,1,0.357
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e3_389_e4_294.lus,base,0.023,2,28,1,safe,1,0.379
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e3_389_e5_5.lus,l2l1,0.021,2,23,1,safe,1,0.367
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e7_217.lus,base,0.048,1,44,4,unsafe,2,0.404
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e7_217_e1_89.lus,l1l2,0.009,0,2,0,unsafe,Not Found,0.348
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e7_217_e2_352.lus,l2l1,0.039,2,48,3,safe,3,0.388
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e7_217_e3_132.lus,l1l2,0.038,2,46,3,safe,3,0.383
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_1_e7_217_e7_31.lus,l2l1,0.01,0,2,0,unsafe,Not Found,0.358
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2.lus,base,0.047,1,43,4,timeout,4,290.212
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e1_301.lus,base,0.048,1,45,4,timeout,4,290.194
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e2_63.lus,l2l1,0.038,2,45,3,safe,3,0.381
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e3_329_e4_1.lus,l2l1,0.038,2,45,3,safe,3,0.379
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e3_329_e5_124.lus,l2l1,0.033,2,33,2,safe,2,0.369
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e3_99.lus,base,0.03,2,33,2,safe,2,0.37
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e7_145_e1_343.lus,l1l2,0.01,0,2,0,unsafe,Not Found,0.348
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e7_145_e2_169.lus,l1l2,0.051,2,58,4,safe,4,0.399
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e7_145_e3_222.lus,l2l1,0.043,2,45,3,safe,3,0.378
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e7_145_e7_154.lus,l2l1,0.009,0,2,0,unsafe,Not Found,0.353
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e7_145_e8_73.lus,base,0.048,1,43,4,timeout,4,290.208
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_2_e7_149.lus,l1l2,0.01,0,2,0,unsafe,Not Found,0.347
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3.lus,base,0.019,1,14,1,timeout,1,290.201
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e1_36.lus,l2l1,0.019,1,9,1,unsafe,0,0.372
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e2_63.lus,l2l1,0.023,2,24,1,safe,1,0.361
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e3_207.lus,l1l2,0.023,2,24,1,safe,1,0.369
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e3_442_e4_165.lus,base,0.022,2,24,1,safe,1,0.355
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e3_442_e5_260.lus,base,0.023,2,24,1,safe,1,0.37
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e7_334.lus,base,0.061,2,66,5,unsafe,1 0,0.402
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e7_334_e1_431.lus,l1l2,0.018,1,9,1,unsafe,0,0.362
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e7_334_e2_62.lus,l2l1,0.052,2,69,4,safe,4,0.392
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e7_334_e3_42.lus,l1l2,0.057,2,65,4,safe,4,0.411
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/durationThm_3_e7_334_e7_118.lus,l2l1,0.009,0,1,0,unsafe,Not Found,0.367
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex3.lus,l2l1,0.084,3,138,4,safe,4 3,0.434
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex8.lus,l1l2,0.014,2,13,0,unsafe,0,0.351
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex8_e7_74.lus,l2l1,0.014,2,13,0,unsafe,0,0.35
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex8_e7_74_e7_740.lus,l1l2,0.015,2,13,0,unsafe,0,0.353
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex8_e7_74_e8_302.lus,l2l1,0.015,2,13,0,unsafe,0,0.355
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex8_e8_220.lus,l2l1,0.013,2,13,0,unsafe,0,0.354
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ex8_e8_220_e7_249.lus,l2l1,0.013,2,13,0,unsafe,0,0.353
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_1.lus,base,0.071,2,56,3,safe,3,0.432
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_1_e7_1669.lus,base,0.079,2,54,3,safe,3,0.441
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_2.lus,l2l1,0.044,2,24,1,safe,1,0.424
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3.lus,base,0.037,2,24,1,safe,1,0.398
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3_e7_1312_e7_1495.lus,l2l1,0.016,0,2,0,unsafe,Not Found,0.385
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916.lus,l2l1,0.044,2,24,1,safe,1,0.408
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3_e7_99.lus,l2l1,0.018,0,2,0,unsafe,Not Found,0.382
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3_e8_1703.lus,l1l2,0.063,2,37,2,safe,2,0.428
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3_e8_1703_e7_3491.lus,l1l2,0.02,0,2,0,unsafe,Not Found,0.401
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560.lus,base,0.039,2,24,1,safe,1,0.405
