Base_file_path,Base_time,Base_k,Base_solver,Base_neg_state,Base_status,Base_frame_sizes,Base_elapsed_time
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_704_e1_389.lus,7.395,3,2256,25,unsafe,16 10 2,7.758
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_704_e2_13.lus,0.952,4,1034,12,safe,4 3 1,1.301
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_704_e3_76.lus,1.888,2,829,14,unsafe,13 5,2.241
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_704_e7_810.lus,27.659,2,3801,30,unsafe,28 5,28.025
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_968.lus,43.126,3,7512,55,unsafe,46 25 7,43.492
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e3_112.lus,71.767,3,8751,52,unsafe,45 24 8,72.138
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3.lus,266.824,6,31298,88,timeout,36 33 31 21 17 15,290.152
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275.lus,285.934,17,31279,37,timeout,27 24 22 21 19 18 17 16 15 14 13 12 11 10 9 8 7,290.156
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e1_1350.lus,97.984,5,12594,64,unsafe,58 52 47 26 8,98.371
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e5_846.lus,32.832,11,11769,19,timeout,23 21 19 17 15 13 11 9 7 4 2,290.154
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e6_1315.lus,268.349,6,31298,88,timeout,36 33 31 21 17 15,290.159
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e7_529.lus,215.528,5,21633,46,timeout,46 41 35 26 20,290.138
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987.lus,64.447,10,13600,28,timeout,18 14 12 10 7 6 5 4 3 2,290.152
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987_e1_1115.lus,274.05,10,43172,121,timeout,69 66 64 62 59 51 43 33 22 11,290.161
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987_e2_80.lus,211.173,6,17028,83,unsafe,68 57 31 9 5 2,211.577
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987_e3_291.lus,143.346,3,10360,52,unsafe,45 33 3,143.735
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4.lus,99.429,10,17839,52,timeout,18 16 15 13 8 6 5 4 3 2,290.162
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e1_821_e5_911.lus,26.677,6,9156,41,timeout,18 16 13 11 7 3,290.16
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e1_917.lus,10.174,6,4343,18,timeout,14 11 10 9 4 2,290.16
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968.lus,54.17,3,6193,41,unsafe,36 17 3,54.536
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e1_956.lus,24.998,4,5412,43,unsafe,39 24 15 6,25.367
