Reuse_file_path,Reuse_time,Reuse_k,Reuse_solver,Reuse_neg_state,Reuse_num_s,Reuse_num_t,Reuse_num_gen,Reuse_status,Reuse_frame_sizes,Reuse_elapsed_time
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_704_e3_76.lus,1.768,2,829,14,0,0,Not Found,unsafe,13 5,2.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_704_e7_810.lus,25.186,2,3801,30,0,0,Not Found,unsafe,28 5,25.562
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e2_968.lus,69.398,3,9044,58,0,1,Not Found,unsafe,49 27 7,69.772
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_2_e3_112.lus,82.305,5,14706,92,0,7,Not Found,unsafe,69 51 39 25 10,82.683
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3.lus,238.234,6,32165,83,0,4,Not Found,timeout,70 68 66 52 41 27,290.15
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275.lus,289.839,17,31279,37,0,1,Not Found,timeout,27 24 22 21 19 18 17 16 15 14 13 12 11 10 9 8 7,290.149
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e1_1350.lus,251.897,6,24514,68,0,3,Not Found,timeout,42 40 37 33 24 19,290.144
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e5_846.lus,32.857,11,11769,19,0,0,Not Found,timeout,23 21 19 17 15 13 11 9 7 4 2,290.138
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e6_1315.lus,247.305,6,32165,83,0,4,Not Found,timeout,70 68 66 52 41 27,290.151
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e3_1275_e7_529.lus,215.157,5,21633,46,0,1,Not Found,timeout,46 41 35 26 20,290.139
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987.lus,64.855,10,13598,28,0,0,Not Found,timeout,18 14 12 10 7 6 5 4 3 2,290.141
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987_e1_1115.lus,272.335,11,44564,102,0,16,Not Found,timeout,59 56 54 52 49 47 36 26 19 13 7,290.147
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987_e2_80.lus,121.326,5,11422,56,0,3,Not Found,unsafe,50 41 32 4 1,121.714
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_3_e4_987_e3_291.lus,143.158,3,10360,52,0,1,Not Found,unsafe,45 33 3,143.545
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4.lus,80.087,10,15804,48,0,3,Not Found,timeout,17 15 14 12 7 5 4 3 2 1,290.158
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e1_821_e5_911.lus,30.336,6,9734,36,0,4,Not Found,timeout,23 21 18 14 7 2,290.144
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e1_917.lus,9.988,6,4314,18,0,1,Not Found,timeout,14 11 10 9 4 2,290.135
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968.lus,50.374,3,6193,41,0,0,Not Found,unsafe,36 17 3,50.729
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e1_956.lus,24.128,4,5412,43,0,3,Not Found,unsafe,39 24 15 6,24.493
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e2_1166.lus,0.652,4,750,14,0,0,Not Found,safe,5 4 2,0.989
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e4_801.lus,58.223,5,8102,46,0,3,Not Found,unsafe,40 31 23 4 1,58.597
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e5_991.lus,65.123,5,8714,48,0,3,Not Found,unsafe,42 32 25 4 1,65.496
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e6_236.lus,5.118,2,1452,17,1,0,Not Found,unsafe,14 0,5.489
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e2_968_e7_860.lus,150.649,14,25132,67,0,1,Not Found,unsafe,33 14 12 11 10 9 8 7 6 5 4 3 2 0,151.024
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e3_1025.lus,201.669,6,23234,37,0,1,Not Found,timeout,39 36 25 23 18 15,290.136
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e3_1091_e1_1044.lus,62.94,9,15321,44,0,4,Not Found,timeout,20 18 14 12 10 8 5 4 2,290.148
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e3_1091_e4_232.lus,49.761,3,6193,41,0,0,Not Found,unsafe,36 17 3,50.13
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_4_e5_1150.lus,249.496,4,26378,83,0,1,Not Found,timeout,112 109 73 36,290.148
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_5.lus,101.188,4,15200,67,0,1,Not Found,timeout,70 62 37 17,290.136
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int/simulation/metros_5_e4_1208_e1_337.lus,270.166,3,25165,59,0,0,Not Found,timeout,85 79 37,290.135
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave01.lus,1.299,3,139,3,0,0,Not Found,safe,1 0,1.762
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave03.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.122
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave04.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave05.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave07.lus,1.851,3,339,7,1,0,Not Found,timeout,3 2 1,290.121
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave08.lus,9.936,5,884,9,1,0,Not Found,timeout,5 4 3 2 1,290.161
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave09.lus,211.797,8,2689,11,1,0,Not Found,timeout,9 7 6 5 4 3 2 1,290.158
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave10.lus,9.4,3,674,14,0,0,Not Found,timeout,13 10 6,290.126
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave11.lus,283.943,5,3255,46,0,6,Not Found,timeout,39 32 25 16 8,290.153
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave13.lus,97.698,5,2646,29,0,2,Not Found,timeout,7 4 3 2 1,290.157
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave17.lus,7.868,3,339,10,0,0,Not Found,safe,7 4,8.321
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave19.lus,5.281,3,192,7,0,0,Not Found,safe,6 4,5.736
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave22.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave24.lus,94.644,3,320,9,0,0,Not Found,safe,7 4,95.125
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave26.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave27.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave29.lus,96.978,3,298,9,0,0,Not Found,safe,7 4,97.458
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave30.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave31.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave32.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave33.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave34.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave35.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave36.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave37.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave38.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/large/microwave39.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_10.lus,6.951,2,417,12,3,0,Not Found,timeout,15 8,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_10_e1_3587_e3_2749.lus,0.352,1,86,6,0,0,Not Found,timeout,6,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_10_e2_2785_e3_1744.lus,12.612,2,520,13,3,0,Not Found,timeout,17 9,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_10_e2_402.lus,6.659,2,412,12,3,0,Not Found,timeout,15 8,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_10_e3_144_e5_2046.lus,6.467,2,433,12,3,0,Not Found,timeout,15 8,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_10_e3_3429.lus,4.827,2,396,12,3,0,Not Found,timeout,15 8,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14.lus,160.677,2,531,13,3,0,Not Found,timeout,17 9,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14_e2_3606.lus,133.484,2,463,14,3,0,Not Found,timeout,17 10,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14_e3_5120.lus,217.114,2,566,15,3,0,Not Found,timeout,19 11,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14_e7_3162.lus,3.023,1,98,7,0,0,Not Found,timeout,7,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e1_3998.lus,6.331,1,120,8,0,0,Not Found,timeout,8,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e2_753.lus,34.842,2,261,10,1,0,Not Found,unsafe,9 4,35.262
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e7_3528.lus,39.013,2,405,13,2,0,Not Found,unsafe,14 6,39.441
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.115
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2_e1_2316.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2_e2_3183_e1_2644.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2_e2_3183_e2_3580.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2_e2_3183_e3_5972.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2_e2_4481.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_2_e7_25_e8_3171.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e1_4783.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e1_4783_e1_3755.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e1_4783_e2_158.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e1_4783_e3_511.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e2_5343_e1_988.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e3_3846.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e3_5422_e1_2288.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_3_e3_5422_e2_3135.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_5.lus,163.456,4,375,7,1,0,Not Found,safe,9 7 4,163.841
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_5_e1_1835.lus,135.348,2,154,5,0,0,Not Found,timeout,5 3,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_5_e2_3018_e2_936.lus,257.127,2,142,5,0,0,Not Found,timeout,6 4,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_6_e7_5046_e7_3623.lus,1.596,2,23,1,0,0,Not Found,safe,1,1.978
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_8_e3_786.lus,0.26,1,29,2,0,0,Not Found,timeout,2,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_8_e7_3752.lus,30.74,2,228,6,1,0,Not Found,timeout,9 5,290.115
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e7_2225.lus,0.17,1,23,2,0,0,Not Found,timeout,2,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e1_1759.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e2_267.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e3_3628.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e1_4037.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e2_6104.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e1_6205.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e2_3308.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e3_2607.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e1_1318.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e2_1089.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e4_1791.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e5_1536.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/DRAGON_all_e3_5957.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_1.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e2_1853.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_11.lus,2.618,4,408,6,2,0,Not Found,timeout,9 8 7 2,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_11_e1_3457.lus,4.778,4,450,7,2,0,Not Found,timeout,10 9 8 3,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_11_e3_2076_e1_1270.lus,1.19,3,287,6,2,0,Not Found,timeout,9 7 2,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_2.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e1_2375.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e2_1923.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e3_422.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e4_1464.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e5_3248.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_6.lus,9.954,5,969,12,2,3,Not Found,safe,18 16 11 6,10.321
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_6_e2_3302.lus,240.719,4,983,10,2,0,Not Found,timeout,15 12 8 4,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_9.lus,0.564,2,31,1,0,0,Not Found,safe,1,0.926
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_9_e7_170_e3_3647.lus,0.524,2,26,1,0,0,Not Found,safe,1,0.88
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e2_2392.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e3_2970.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e1_3235.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e2_2689.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e3_2542.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2952.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e3_314_e1_1979.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e3_314_e2_2812.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_a3_e3_314_e4_897.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_all.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_all_e1_1207_e2_3220.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_all_e1_3406.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/memory1/FIREFLY_all_e2_2924_e1_768.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.119
